Date,Open,High,Low,Close,Adj Close,Volume
2023-04-03,2100.000000,2110.000000,2070.000000,2090.000000,2007.334106,48072300
2023-04-04,2090.000000,2100.000000,2040.000000,2050.000000,1968.916260,64915300
2023-04-05,2070.000000,2150.000000,2070.000000,2100.000000,2016.938599,112473600
2023-04-06,2100.000000,2120.000000,2080.000000,2100.000000,2016.938599,73515100
2023-04-10,2100.000000,2100.000000,2010.000000,2020.000000,1940.102905,50599000
2023-04-11,2030.000000,2110.000000,2030.000000,2110.000000,2026.543091,86677500
2023-04-12,2120.000000,2140.000000,2100.000000,2110.000000,2026.543091,61352700
2023-04-13,2110.000000,2130.000000,2100.000000,2130.000000,2045.751953,46749000
2023-04-14,2140.000000,2160.000000,2110.000000,2110.000000,2026.543091,96329700
2023-04-17,2130.000000,2140.000000,2100.000000,2120.000000,2036.147583,45802200
2023-04-18,2120.000000,2130.000000,2080.000000,2100.000000,2016.938599,41960600
2023-04-26,2080.000000,2110.000000,2060.000000,2110.000000,2026.543091,53065900
2023-04-27,2120.000000,2120.000000,2080.000000,2080.000000,1997.729614,24606800
2023-04-28,2090.000000,2110.000000,2070.000000,2100.000000,2016.938599,38485900
2023-05-02,2090.000000,2100.000000,2030.000000,2060.000000,1978.520752,45566000
2023-05-03,2110.000000,2150.000000,2100.000000,2120.000000,2036.147583,84879600
2023-05-04,2140.000000,2150.000000,2110.000000,2130.000000,2045.751953,56925500
2023-05-05,2130.000000,2130.000000,2020.000000,2040.000000,1959.311768,65433100
2023-05-08,2060.000000,2090.000000,2040.000000,2070.000000,1988.125244,29706800
2023-05-09,2080.000000,2120.000000,2070.000000,2110.000000,2026.543091,38860300
2023-05-10,2110.000000,2120.000000,2070.000000,2100.000000,2016.938599,29596100
2023-05-11,2080.000000,2080.000000,2030.000000,2040.000000,1959.311768,60984800
2023-05-12,2030.000000,2030.000000,1990.000000,2000.000000,1920.893921,55827200
2023-05-15,2000.000000,2020.000000,1970.000000,1990.000000,1911.289429,52156000
2023-05-16,1990.000000,2000.000000,1955.000000,1970.000000,1892.080444,46780700
2023-05-17,1960.000000,1965.000000,1915.000000,1935.000000,1858.464844,57535100
2023-05-19,1935.000000,1970.000000,1920.000000,1955.000000,1877.673828,45974800
2023-05-22,1960.000000,1990.000000,1935.000000,1940.000000,1863.267090,51978000
2023-05-23,1940.000000,1970.000000,1940.000000,1945.000000,1868.069336,50066400
2023-05-24,1950.000000,1960.000000,1945.000000,1950.000000,1872.871582,25578300
2023-05-25,1950.000000,1965.000000,1940.000000,1945.000000,1868.069336,30649800
2023-05-26,1945.000000,1950.000000,1920.000000,1920.000000,1844.058105,35480500
2023-05-29,1920.000000,1935.000000,1905.000000,1935.000000,1858.464844,33236600
2023-05-30,1935.000000,1960.000000,1930.000000,1940.000000,1863.267090,20104800
2023-05-31,1940.000000,1945.000000,1895.000000,1895.000000,1820.046997,112564800
2023-06-05,1905.000000,1995.000000,1905.000000,1975.000000,1896.882690,65371800
2023-06-06,1985.000000,2030.000000,1985.000000,2010.000000,1930.498413,49988100
2023-06-07,2010.000000,2030.000000,1990.000000,2020.000000,1940.102905,33846900
2023-06-08,2040.000000,2040.000000,1985.000000,1985.000000,1906.487183,36123800
2023-06-09,1985.000000,1995.000000,1970.000000,1975.000000,1896.882690,24991800
2023-06-12,1980.000000,2000.000000,1975.000000,1995.000000,1916.091675,23090500
2023-06-13,1995.000000,2020.000000,1980.000000,2010.000000,1930.498413,27907100
2023-06-14,2040.000000,2050.000000,2010.000000,2030.000000,1949.707275,54535600
2023-06-15,2040.000000,2050.000000,2010.000000,2040.000000,1959.311768,44386500
2023-06-16,2060.000000,2060.000000,2020.000000,2060.000000,1978.520752,34334100
2023-06-19,2060.000000,2060.000000,2020.000000,2030.000000,1949.707275,11742200
2023-06-20,2030.000000,2040.000000,2010.000000,2020.000000,1940.102905,16397800
2023-06-21,2010.000000,2030.000000,2000.000000,2010.000000,1930.498413,19148800
2023-06-22,2010.000000,2060.000000,2010.000000,2010.000000,1930.498413,40103700
2023-06-23,2020.000000,2030.000000,2000.000000,2010.000000,1930.498413,30401200
2023-06-26,1950.000000,1975.000000,1935.000000,1950.000000,1950.000000,42017600
2023-06-27,1955.000000,1965.000000,1950.000000,1950.000000,1950.000000,18194100
2023-07-03,1955.000000,1990.000000,1955.000000,1965.000000,1965.000000,20374900
2023-07-04,1970.000000,1980.000000,1960.000000,1970.000000,1970.000000,16313500
2023-07-05,1970.000000,1990.000000,1960.000000,1985.000000,1985.000000,35622000
2023-07-06,1995.000000,2050.000000,1990.000000,2020.000000,2020.000000,88546800
2023-07-07,2020.000000,2020.000000,1975.000000,1975.000000,1975.000000,40420700
2023-07-10,1985.000000,1995.000000,1980.000000,1980.000000,1980.000000,14134300
2023-07-11,1985.000000,2000.000000,1980.000000,2000.000000,2000.000000,19295300
2023-07-12,2010.000000,2010.000000,1990.000000,1990.000000,1990.000000,21168800
2023-07-13,2010.000000,2030.000000,1990.000000,1990.000000,1990.000000,36336200
2023-07-14,1995.000000,2020.000000,1995.000000,2000.000000,2000.000000,21060000
2023-07-17,2010.000000,2020.000000,1990.000000,1990.000000,1990.000000,21903600
2023-07-18,2000.000000,2010.000000,1975.000000,1990.000000,1990.000000,25067900
2023-07-20,2000.000000,2010.000000,1980.000000,1990.000000,1990.000000,31137300
2023-07-21,2000.000000,2000.000000,1975.000000,1975.000000,1975.000000,30200700
2023-07-24,1975.000000,1990.000000,1975.000000,1975.000000,1975.000000,19326300
2023-07-25,1985.000000,2000.000000,1975.000000,1975.000000,1975.000000,25532000
2023-07-26,1995.000000,2010.000000,1980.000000,1985.000000,1985.000000,35649600
2023-07-27,1985.000000,1990.000000,1970.000000,1970.000000,1970.000000,21145100
2023-07-28,1970.000000,1975.000000,1955.000000,1960.000000,1960.000000,36810200
2023-07-31,1965.000000,1990.000000,1960.000000,1985.000000,1985.000000,33449700
2023-08-01,2000.000000,2060.000000,1990.000000,2040.000000,2040.000000,136288500
2023-08-02,2050.000000,2050.000000,1990.000000,2010.000000,2010.000000,78406600
2023-08-03,2000.000000,2020.000000,1990.000000,2010.000000,2010.000000,38816800
2023-08-04,2010.000000,2040.000000,2000.000000,2020.000000,2020.000000,40798600
2023-08-07,2030.000000,2050.000000,2020.000000,2040.000000,2040.000000,41290300
2023-08-08,2050.000000,2050.000000,2000.000000,2010.000000,2010.000000,22252100
2023-08-09,2010.000000,2020.000000,1990.000000,2010.000000,2010.000000,28570200
2023-08-10,2000.000000,2020.000000,1990.000000,1990.000000,1990.000000,25992700
2023-08-11,1995.000000,2000.000000,1980.000000,1990.000000,1990.000000,24628600
2023-08-14,1990.000000,2000.000000,1970.000000,2000.000000,2000.000000,28640500
2023-08-15,1995.000000,2000.000000,1985.000000,1990.000000,1990.000000,23413100
2023-08-16,1985.000000,1990.000000,1960.000000,1960.000000,1960.000000,62356300
2023-08-18,1960.000000,1970.000000,1945.000000,1950.000000,1950.000000,42360900
2023-08-21,1950.000000,1965.000000,1950.000000,1950.000000,1950.000000,18371900
2023-08-22,1950.000000,1960.000000,1935.000000,1945.000000,1945.000000,36188400
2023-08-23,1950.000000,1965.000000,1950.000000,1955.000000,1955.000000,35653600
2023-08-24,1975.000000,2020.000000,1975.000000,1995.000000,1995.000000,81402400
2023-08-25,1995.000000,2010.000000,1980.000000,1990.000000,1990.000000,34868200
2023-08-28,1995.000000,2010.000000,1980.000000,1995.000000,1995.000000,20521600
2023-08-29,1995.000000,2000.000000,1980.000000,1995.000000,1995.000000,23010600
2023-08-30,2010.000000,2010.000000,1995.000000,1995.000000,1995.000000,31964100
2023-08-31,1995.000000,2010.000000,1975.000000,1990.000000,1990.000000,34775700
2023-09-01,1925.000000,1970.000000,1925.000000,1955.000000,1955.000000,89347300
2023-09-04,1975.000000,1980.000000,1950.000000,1950.000000,1950.000000,50595200
2023-09-05,1950.000000,1970.000000,1945.000000,1950.000000,1950.000000,30663500
2023-09-06,1950.000000,1965.000000,1945.000000,1945.000000,1945.000000,46818400
2023-09-07,1945.000000,1955.000000,1940.000000,1955.000000,1955.000000,29131200
2023-09-08,1955.000000,1960.000000,1940.000000,1945.000000,1945.000000,28062400
2023-09-11,1945.000000,1955.000000,1930.000000,1955.000000,1955.000000,28507500
2023-09-12,1960.000000,1960.000000,1940.000000,1945.000000,1945.000000,19270100
2023-09-13,1950.000000,1950.000000,1910.000000,1915.000000,1915.000000,42991700
2023-09-14,1920.000000,1935.000000,1895.000000,1900.000000,1900.000000,53126700
2023-09-15,1900.000000,1920.000000,1895.000000,1900.000000,1900.000000,46983300
2023-09-18,1900.000000,1910.000000,1845.000000,1845.000000,1845.000000,55122100
2023-09-19,1835.000000,1870.000000,1815.000000,1840.000000,1840.000000,50949200
2023-09-20,1845.000000,1875.000000,1845.000000,1860.000000,1860.000000,30863900
2023-09-21,1860.000000,1875.000000,1830.000000,1835.000000,1835.000000,39716700
2023-09-22,1835.000000,1865.000000,1835.000000,1850.000000,1850.000000,20902800
2023-09-25,1855.000000,1865.000000,1845.000000,1850.000000,1850.000000,15640300
2023-09-26,1850.000000,1855.000000,1830.000000,1840.000000,1840.000000,23825200
2023-09-27,1840.000000,1845.000000,1820.000000,1820.000000,1820.000000,17418400
2023-09-29,1820.000000,1830.000000,1815.000000,1815.000000,1815.000000,23052100
2023-10-02,1815.000000,1825.000000,1800.000000,1805.000000,1805.000000,25415600
2023-10-03,1805.000000,1810.000000,1765.000000,1765.000000,1765.000000,42107800
2023-10-04,1780.000000,1780.000000,1735.000000,1740.000000,1740.000000,34753800
2023-10-05,1745.000000,1760.000000,1705.000000,1705.000000,1705.000000,44516900
2023-10-06,1705.000000,1740.000000,1705.000000,1715.000000,1715.000000,33650000
2023-10-09,1735.000000,1835.000000,1735.000000,1810.000000,1810.000000,63728500
2023-10-10,1830.000000,1860.000000,1815.000000,1815.000000,1815.000000,36959900
2023-10-11,1825.000000,1850.000000,1815.000000,1815.000000,1815.000000,27092400
2023-10-12,1825.000000,1835.000000,1775.000000,1775.000000,1775.000000,41983500
2023-10-13,1775.000000,1775.000000,1750.000000,1755.000000,1755.000000,32334300
2023-10-16,1785.000000,1820.000000,1785.000000,1805.000000,1805.000000,47543000
2023-10-17,1810.000000,1820.000000,1790.000000,1810.000000,1810.000000,22543800
2023-10-18,1815.000000,1850.000000,1815.000000,1850.000000,1850.000000,28110900
2023-10-19,1850.000000,1850.000000,1795.000000,1815.000000,1815.000000,32542000
2023-10-20,1825.000000,1845.000000,1805.000000,1825.000000,1825.000000,17059500
2023-10-23,1825.000000,1825.000000,1745.000000,1750.000000,1750.000000,37513800
2023-10-24,1745.000000,1780.000000,1735.000000,1765.000000,1765.000000,18292500
2023-10-25,1770.000000,1780.000000,1730.000000,1730.000000,1730.000000,30552900
2023-10-26,1735.000000,1755.000000,1730.000000,1730.000000,1730.000000,16159400
2023-10-27,1735.000000,1745.000000,1725.000000,1725.000000,1725.000000,11293000
2023-10-30,1730.000000,1745.000000,1715.000000,1725.000000,1725.000000,14473600
2023-10-31,1725.000000,1740.000000,1705.000000,1705.000000,1705.000000,34363300
2023-11-01,1705.000000,1715.000000,1650.000000,1650.000000,1650.000000,43647900
2023-11-02,1655.000000,1685.000000,1650.000000,1650.000000,1650.000000,31660400
2023-11-03,1660.000000,1675.000000,1650.000000,1655.000000,1655.000000,27879000
2023-11-06,1665.000000,1700.000000,1660.000000,1700.000000,1700.000000,36428600
2023-11-07,1710.000000,1715.000000,1675.000000,1690.000000,1690.000000,22153500
2023-11-08,1680.000000,1685.000000,1650.000000,1660.000000,1660.000000,29121500
2023-11-09,1660.000000,1670.000000,1650.000000,1655.000000,1655.000000,15805800
2023-11-10,1655.000000,1665.000000,1625.000000,1625.000000,1625.000000,22031500
2023-11-13,1625.000000,1635.000000,1610.000000,1620.000000,1620.000000,25305600
2023-11-14,1620.000000,1640.000000,1610.000000,1620.000000,1620.000000,22911400
2023-11-15,1630.000000,1675.000000,1630.000000,1640.000000,1640.000000,63104500
2023-11-16,1640.000000,1655.000000,1625.000000,1650.000000,1650.000000,18218200
2023-11-17,1645.000000,1650.000000,1620.000000,1635.000000,1635.000000,26463700
2023-11-20,1635.000000,1640.000000,1600.000000,1610.000000,1610.000000,32144100
2023-11-21,1615.000000,1640.000000,1610.000000,1620.000000,1620.000000,23501100
2023-11-22,1635.000000,1635.000000,1605.000000,1605.000000,1605.000000,24708100
2023-11-23,1600.000000,1615.000000,1580.000000,1600.000000,1600.000000,24227300
2023-11-24,1600.000000,1620.000000,1600.000000,1605.000000,1605.000000,13563500
2023-11-27,1610.000000,1625.000000,1610.000000,1620.000000,1620.000000,23279700
2023-11-28,1630.000000,1670.000000,1620.000000,1655.000000,1655.000000,42651500
2023-11-29,1680.000000,1735.000000,1680.000000,1700.000000,1700.000000,89761900
2023-11-30,1705.000000,1740.000000,1675.000000,1740.000000,1740.000000,75641800
2023-12-01,1710.000000,1725.000000,1695.000000,1705.000000,1705.000000,41222800
2023-12-04,1740.000000,1810.000000,1735.000000,1750.000000,1750.000000,108764700
2023-12-05,1745.000000,1745.000000,1720.000000,1745.000000,1745.000000,36711700
2023-12-06,1740.000000,1740.000000,1700.000000,1700.000000,1700.000000,38302400
2023-12-07,1700.000000,1705.000000,1635.000000,1635.000000,1635.000000,50450100
2023-12-08,1650.000000,1690.000000,1645.000000,1685.000000,1685.000000,41337300
2023-12-11,1675.000000,1675.000000,1640.000000,1655.000000,1655.000000,29210100
2023-12-12,1655.000000,1655.000000,1610.000000,1625.000000,1625.000000,29865200
2023-12-13,1625.000000,1625.000000,1590.000000,1595.000000,1595.000000,33258000
2023-12-14,1625.000000,1650.000000,1625.000000,1640.000000,1640.000000,42144600
2023-12-15,1650.000000,1670.000000,1640.000000,1670.000000,1670.000000,34436800
2023-12-18,1670.000000,1675.000000,1620.000000,1665.000000,1665.000000,34081200
2023-12-19,1650.000000,1650.000000,1625.000000,1640.000000,1640.000000,10954000
2023-12-20,1640.000000,1665.000000,1635.000000,1635.000000,1635.000000,33524500
2023-12-21,1635.000000,1645.000000,1625.000000,1635.000000,1635.000000,14967800
2023-12-22,1640.000000,1665.000000,1640.000000,1665.000000,1665.000000,24415400
2023-12-27,1675.000000,1745.000000,1675.000000,1735.000000,1735.000000,86013100
2023-12-28,1750.000000,1800.000000,1705.000000,1715.000000,1715.000000,115723900
2023-12-29,1720.000000,1785.000000,1705.000000,1705.000000,1705.000000,83597900
2024-01-02,1715.000000,1735.000000,1710.000000,1735.000000,1735.000000,24718300
2024-01-03,1735.000000,1735.000000,1700.000000,1700.000000,1700.000000,37300200
2024-01-04,1700.000000,1725.000000,1680.000000,1685.000000,1685.000000,50670900
2024-01-05,1690.000000,1695.000000,1675.000000,1675.000000,1675.000000,27724900
2024-01-08,1680.000000,1710.000000,1650.000000,1650.000000,1650.000000,38882100
2024-01-09,1650.000000,1670.000000,1630.000000,1645.000000,1645.000000,35557300
2024-01-10,1650.000000,1670.000000,1635.000000,1655.000000,1655.000000,23255700
2024-01-11,1660.000000,1670.000000,1635.000000,1635.000000,1635.000000,23738400
2024-01-12,1635.000000,1645.000000,1620.000000,1625.000000,1625.000000,37633100
